Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
4775,03BoaviXTqX4f3cTjrXPKb,Max Richter,Ad Astra (Original Motion Picture Soundtrack),To the Stars,46,210426,False,0.16,0.0985,4,-25.284,0,0.0463,0.497,0.936,0.11,0.0321,131.018,3,ambient
11118,3Am0IbOxmvlSXro7N5iSfZ,The Beatles,Magical Mystery Tour (Remastered),Strawberry Fields Forever - Remastered 2009,69,247320,False,0.39,0.502,10,-12.277,1,0.178,0.336,0.000138,0.0713,0.289,97.871,4,british
8083,4tMBFkwGyBlZj2Rl1R7mwP,Ella Fitzgerald,Christmas Soul Classics,Sleigh Ride,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,blues
4326,2xEVhZew6VihAm4buanz2P,Alexis Ffrench;Jobim Ffrench,Together At Last,Together At Last,60,191610,False,0.433,0.00824,10,-29.236,1,0.0516,0.995,0.886,0.0742,0.0807,62.597,4,ambient
1333,1oyII2Kl8GDxhYORT8sfhd,Criolo,Espiral de Ilusão - Deluxe Edition,Filha do Maneco,22,105360,False,0.666,0.528,0,-6.618,1,0.082,0.752,1.02e-05,0.0897,0.532,133.916,5,afrobeat
7360,5amPhCr6FRwUhfOHvDgCO8,The Del McCoury Band,Almost Proud,Running Wild,25,142573,False,0.544,0.743,7,-4.231,1,0.033,0.277,7.84e-05,0.234,0.759,140.766,4,bluegrass
2116,0lFWwbunLKOYOl7QZrhesY,Counting Crows,Alternative Christmas 2022,A Long December,0,297293,False,0.403,0.59,5,-5.941,1,0.0284,0.508,0.00548,0.272,0.393,141.649,4,alt-rock
9849,1nq949J6RDPrlBkTXrhqnx,Frejat,Só as Melhores do Pop Rock Brasileiro,Segredos,0,233533,False,0.581,0.731,7,-5.189,1,0.0289,0.192,0.0,0.405,0.579,127.58,4,brazil
1715,4K42ppHKqdf3798vUg1ult,Foli Griô Orquestra;Carlos Malta;Dofono de Omulu;Ekedi Nicinha,AJO,Awo,17,494532,False,0.594,0.716,11,-6.656,0,0.0472,0.217,0.0533,0.0539,0.931,133.407,4,afrobeat
6253,3c272JQ5S83nlQ8rjrK5Ur,Dimmu Borgir,Eonian,Interdimensional Summit,47,279148,False,0.454,0.969,1,-4.897,0,0.0748,2.18e-05,0.171,0.0709,0.386,140.172,3,black-metal
8483,2JhJOPGvtqMpj5RQC8cIYf,Deep Purple,Perfect Strangers,Perfect Strangers,66,328426,False,0.521,0.721,2,-7.699,1,0.0254,0.00348,0.0113,0.391,0.611,97.578,4,blues
4839,3vgWxwRvHJuLXiwtqe6AvY,Ludovico Einaudi;Daniel Hope,In A Time Lapse,Underwood,49,253453,False,0.297,0.0155,6,-29.852,0,0.0513,0.978,0.184,0.18,0.0971,78.661,1,ambient
1135,49NyAaqgD1KExP3L9IgqT8,Plastilina Mosh,Aquamosh,Niño Bomba,35,223666,False,0.73,0.775,1,-8.161,1,0.0372,0.000472,0.00188,0.0833,0.491,107.153,4,afrobeat
3788,7iyR2H3GRhBUrAxLJOhN0B,Curren$y,New Rap Icons,#Jetsgo,0,192320,True,0.502,0.812,2,-6.591,0,0.263,0.376,0.0,0.49,0.436,83.407,4,alternative
517,0lczO04vbk2ZiNvAqzUUQ0,Bailey Jehl,21 Guns,21 Guns,47,243979,False,0.44,0.119,10,-12.574,1,0.0318,0.927,1.26e-06,0.137,0.279,145.186,4,acoustic
11088,6Kt6Lnwhmw13qeD345A84E,Corinne Bailey Rae,OO's Music Grandi Successi,Put Your Records On,0,215413,False,0.736,0.506,9,-7.857,1,0.0344,0.182,3.57e-06,0.134,0.563,96.083,4,british
9979,4Mm9qSuCRoMl8H4yByoaNS,Tim Maia,Tim Maia In Concert,O Descobridor dos Sete Mares,42,296866,False,0.537,0.91,10,-4.783,0,0.176,0.0321,0.000478,0.951,0.774,137.261,4,brazil
5706,1GSPV6AYG8NrtpgqhWx893,SCANDAL,Queens are trumps -切り札はクイーン-,HARUKAZE,52,277280,False,0.459,0.872,4,-0.987,1,0.053,0.0505,0.0,0.166,0.579,82.61,4,anime
10494,7cQv4jReT6EeuGsAREDbh3,General Midi,4 Million Ways,4 Million Ways - General Midi Mix,14,346186,False,0.673,0.911,2,-4.014,1,0.0593,0.00033,0.227,0.058,0.913,125.983,4,breakbeat
2820,584A0PrNqDNS5pMmCaCgOm,Os Paralamas Do Sucesso,Bora Bora,Uns Dias,45,244800,False,0.626,0.702,7,-8.525,1,0.0279,0.00274,0.000166,0.214,0.6,139.506,4,alt-rock
9457,1EPm9nur0OUn444yTjkNvY,Xamã;Bagua Records;Portugal No Beat;Xavi,Zodíaco,Peixes,46,159344,True,0.858,0.636,1,-4.99,0,0.0897,0.107,0.0,0.127,0.647,122.05,4,brazil
2057,3dPQuX8Gs42Y7b454ybpMR,The White Stripes,Elephant,Seven Nation Army,84,232106,False,0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,4,alt-rock
4533,4qZh3yJ7tILlDD0Wmv7Ftj,Philip Glass;Carducci String Quartet,Glass: String Quartets Nos. 1-4,"String Quartet No. 3, ""Mishima"": VI. Mishima / Closing",57,194373,False,0.198,0.0382,0,-29.885,0,0.0443,0.989,0.969,0.17,0.127,136.392,4,ambient
3787,6Wvzj0D4DXvqpzLhE2LTIN,Curren$y;August Alsina;Lil Wayne,Rap Geek,Bottom of the Bottle,0,238359,False,0.736,0.537,6,-9.739,1,0.356,0.0151,0.0,0.212,0.831,85.079,4,alternative
1289,1iNWWO3i1L4gpy7fZpdUwP,Mandrill,We Are One,Can You Get It,23,428853,False,0.854,0.928,0,-7.29,1,0.0621,0.152,0.0189,0.0481,0.782,122.487,4,afrobeat
8680,6bb2rmq7KSJxR7XHqiRiTT,Nathaniel Rateliff & The Night Sweats,Tearing At The Seams (Bonus Tracks),Boiled Over,36,150986,False,0.329,0.355,11,-8.508,1,0.0344,0.682,0.0488,0.0862,0.19,115.29,5,blues
11332,0Y1fueUFu8jQtUxdUmOojf,Alexi Murdoch,Four Songs,Orange Sky,59,379520,False,0.685,0.15,2,-20.543,1,0.039,0.797,0.0461,0.1,0.125,124.956,4,british
6489,6EvRTwwmPsCvHbur6Ch4e5,Windir,Likferd,Dauden,18,259173,False,0.307,0.847,0,-6.278,1,0.048,1.35e-06,0.91,0.0894,0.159,168.016,4,black-metal
4147,6bWpIjXBVrGNDW8eNcXC1n,Hania Rani;Dobrawa Czocher,Classical Christmas 2022,Jezus Malusieńki (Reworked by Hania Rani & Dobrawa Czocher),0,256644,False,0.296,0.168,7,-21.006,0,0.0349,0.782,0.934,0.136,0.074,73.466,3,ambient
4795,4MzII8fszi8KkFl1ryv07L,Carbon Based Lifeforms,Interloper,Interloper,43,389325,False,0.522,0.462,5,-11.273,1,0.0335,0.674,0.969,0.11,0.104,80.0,4,ambient
2661,51TG9W3y9qyO8BY5RXKgnZ,Megadeth,Countdown To Extinction,Symphony Of Destruction,74,246733,False,0.61,0.891,4,-5.452,0,0.0587,0.000805,0.0928,0.0657,0.51,139.903,4,alt-rock
11333,7jBSmE3lSyHdhdnAckFMdf,Lorne Balfe,Black Adam (Original Motion Picture Soundtrack),Your Enemies,21,110383,False,0.38,0.552,8,-11.259,1,0.0398,0.000406,0.912,0.0815,0.0362,140.228,4,british
10149,1r9XJGPLAs8P1jLpjYWwKa,Roni Size;DJ Suv,"Retrospect, Vol. 4 (Compiled by Bryan Gee)",Soul Power,20,350510,False,0.727,0.968,2,-3.995,1,0.244,0.00514,0.41,0.8,0.711,169.806,4,breakbeat
7705,4D4okAwkM29CFo9jcMuJ1U,Scott Nygaard,No Hurry,Fiddle Tune Medley: Big Sciota / Acorn Hill / Anna Livia,22,212733,False,0.438,0.584,7,-12.989,1,0.0323,0.786,0.962,0.116,0.827,133.091,4,bluegrass
591,6ffWQpIQhwtQxhO2HvbyWm,Hanare Gumi,だれそかれそ,ウイスキーが、お好きでしょ,29,152100,False,0.642,0.237,7,-16.142,0,0.0387,0.724,1.71e-06,0.0574,0.694,137.4,4,acoustic
486,5MTsZG10E0hTvAkdioyPnw,Buddy Guy;Bonnie Raitt,Feels Like Rain,Feels Like Rain (feat. Bonnie Raitt),57,275266,False,0.572,0.348,0,-13.454,1,0.0294,0.44,0.000721,0.235,0.34,73.304,4,acoustic
1786,3rllhj4WKYq3DG35DhCpRP,Juanafé;La Flor del Recuerdo,Parrilladas Vargas (Vol. II),Mi Último Fracaso,18,265086,False,0.457,0.332,0,-10.365,1,0.0356,0.791,8.22e-06,0.102,0.305,164.096,3,afrobeat
5774,0KpHXEpQADwzWEAwupUsdK,Raimu,Meditative Flow,Sinking Fatigue,53,198093,False,0.514,0.126,9,-19.799,0,0.0559,0.885,0.953,0.113,0.0386,80.455,4,anime
5137,3ROMQLV9N3HjrcqvV88dSP,Samuel Kim,Shang-Chi Main Theme,Shang-Chi Main Theme,43,221807,False,0.324,0.766,9,-8.478,0,0.0776,0.0261,0.844,0.102,0.0399,174.017,4,anime
6874,5bI5zVdbMKtO9JgeUIocW6,Theatres Des Vampires,Moonlight Waltz,Sangue,17,238960,False,0.512,0.937,5,-3.76,0,0.0426,0.321,7.69e-06,0.196,0.67,149.998,4,black-metal
2494,13SujS16XOFJx43loXNzZe,La Vela Puerca,Triste Hora,Va A Escampar,0,281533,False,0.617,0.738,9,-5.103,0,0.029,0.0137,4.52e-05,0.154,0.342,123.993,4,alt-rock
619,3smgLNxWHdmUekrwDXBTfv,The Perishers,Let There Be Morning (Bonus Track Version),Trouble Sleeping,48,282133,False,0.428,0.813,7,-4.478,0,0.025,0.0622,0.00388,0.154,0.347,91.053,4,acoustic
6339,0sC5ub2JcnKmypbITsfsJa,Eisregen,Knochenkult,19 Nägel für Sophie,21,303680,False,0.557,0.813,8,-6.798,1,0.0372,0.0044,0.000421,0.102,0.427,125.047,4,black-metal
1795,6cLtKtakegCY6n7iepcLYJ,Ebo Taylor;Uhuru-Yenzu,Conflict,Love and Death,18,499733,False,0.804,0.92,0,-7.478,1,0.0563,0.158,0.0797,0.0743,0.811,108.979,4,afrobeat
1416,6zcKml6Wm7YlcgxZnrMx5y,Star Feminine Band,Le mariage forcé,Le mariage forcé,21,162652,False,0.716,0.752,2,-6.036,1,0.0781,0.0569,0.0,0.211,0.776,118.591,4,afrobeat
11106,3Fzlg5r1IjhLk2qRw667od,Toploader,Onka's Big Moka,Dancing in the Moonlight,77,232693,False,0.632,0.856,10,-3.463,1,0.0348,0.0624,0.0,0.347,0.867,119.397,4,british
1217,01ioXCMkGpxuKrdEO3TSob,Jor'dan Armstrong,GRACE,GRACE,27,255761,False,0.681,0.579,2,-6.141,0,0.0434,0.212,0.0,0.333,0.588,120.037,4,afrobeat
4626,7cpVPjdyGplWZLlg66KuWQ,Dario Marianelli;Jean-Yves Thibaudet,Pride and Prejudice - OST,"Stars and Butterflies - From ""Pride & Prejudice"" Soundtrack",50,118986,False,0.178,0.0135,7,-28.203,1,0.046,0.964,0.92,0.116,0.0392,47.37,4,ambient
5448,6J6C4MvMeIxNMxysfkyMKU,ENHYPEN;YEONJUN,DIMENSION : ANSWER,Blockbuster feat. YEONJUN of TOMORROW X TOGETHER,54,227453,False,0.495,0.926,8,-4.589,0,0.323,0.0384,0.0,0.348,0.642,159.922,4,anime
2489,03DgLHhA7HCUB8aBTNqOwX,Bersuit Vergarabat,Triste Hora,Sencillamente,3,307306,False,0.742,0.613,6,-7.3,0,0.027,0.329,0.000899,0.115,0.966,136.009,4,alt-rock
9029,67cVH1aHqxmlas4KZJs6cT,Zé Ramalho;Paulinho Moska,Moska Apresenta Zoombido: Zé Ramalho,Chão de Giz,53,291022,False,0.613,0.327,7,-10.558,1,0.03,0.767,1.37e-06,0.098,0.3,140.993,3,brazil
3334,04bNiW1CiMHWM0kSDvbLzp,grandson,All Out Alternative,Blood // Water,0,214520,False,0.505,0.892,6,-5.633,0,0.139,0.00162,0.00177,0.148,0.629,154.004,4,alternative
1800,0gGslfeZ5GjK19VcS82Sqa,Kutiman,Mix Tel Aviv,Mix Tel Aviv,36,277438,False,0.751,0.688,0,-8.023,1,0.0436,0.102,0.84,0.0799,0.403,120.96,4,afrobeat
171,2LC523tbEPFpc1pnikbt5b,Aqualung,Still Life,Brighter Than Sunshine,53,242439,False,0.418,0.489,6,-8.373,0,0.0323,0.287,0.0288,0.42,0.398,72.891,4,acoustic
11340,2JHDQniFoDEKADCmnF4ntb,Lorne Balfe,Black Adam (Original Motion Picture Soundtrack),The JSA Fights Back,19,131959,False,0.337,0.744,8,-8.267,1,0.0485,0.0151,0.695,0.0813,0.094,133.92,4,british
5395,3JXsIGWUG94RE2lMhu2OlE,conscience,Everything's Alright,Everything's Alright,59,203428,True,0.863,0.611,7,-9.613,1,0.158,0.00347,0.000159,0.0865,0.0518,104.959,4,anime
209,4cR4nao0hqqBtklQmGVqbe,Boyce Avenue,"Cover Sessions, Vol. 3",Thinking out Loud,56,278640,False,0.702,0.326,1,-6.638,1,0.0272,0.705,0.0,0.168,0.628,79.904,4,acoustic
5682,7cggQ0tcUZEdtKzbVKYOIJ,Fandubs Jose;PurpleTheBlue,The Pikachu Song [Pokemon],The Pikachu Song [Pokemon],52,258731,False,0.689,0.97,11,-8.789,1,0.0884,0.0918,0.00415,0.154,0.943,138.0,4,anime
8045,7sdaD6KTdB6mU1E79NVnwW,Ella Fitzgerald,Rockin' Around The Christmas Tree 2022,Rudolph The Red-Nosed Reindeer,0,171773,False,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,blues
9995,1GM1o7Wgh3UhqgMf5Yqou6,Armandinho,Acústico (Ao Vivo),O Que Meu Pai Falou Pra Mim - Ao Vivo,42,252390,False,0.629,0.581,7,-9.571,1,0.042,0.547,1.81e-05,0.681,0.299,86.005,4,brazil
39,0adVktNVJXPZfhQe6B1NO5,KT Tunstall,sadsadchristmas,Lonely This Christmas,0,257493,False,0.409,0.153,6,-10.74,0,0.0306,0.939,2.56e-05,0.108,0.18,85.262,4,acoustic
6198,02s0epvuQJZaYi1qSVOZsF,Toxic Holocaust,Primal Future: 2019,Time's Edge,23,256398,False,0.401,0.987,5,-4.069,0,0.0774,2.2e-05,0.000923,0.3,0.317,172.044,4,black-metal
9240,2Mi2dFDnw7jpARNW0bAj4W,Discopraise,"Palavra, Som e Poder (Deluxe)",Ouvir o Teu Falar,48,487392,False,0.34,0.679,4,-4.598,1,0.0399,0.0554,0.0,0.486,0.266,139.606,4,brazil
4036,6QzdmoHqSH08FOq18fxqKd,Bicep,Tsugi Chill-Out,Atlas,1,348306,False,0.545,0.792,3,-6.395,0,0.032,0.1,0.952,0.173,0.127,128.977,4,ambient
4850,5DgYdvipuyu3YWmo2MDWDu,Gustavo Santaolalla,The Last of Us Part II (Original Soundtrack),Unbound,45,117093,False,0.135,0.0285,9,-24.029,0,0.0415,0.947,0.893,0.1,0.0351,76.033,1,ambient
312,0Pi3Ua6fJV1Yx5MGXhfybT,Ben Woodward,Call You Mine (Acoustic Piano),Call You Mine (Acoustic Piano),40,209554,False,0.733,0.297,5,-14.452,1,0.0359,0.935,2.75e-06,0.108,0.766,103.953,4,acoustic
1384,5pKUJLGKZjoPiYJnQYRH9a,The Budos Band,Burnt Offering,Turn and Burn,22,344840,False,0.445,0.833,9,-7.373,0,0.0279,0.00256,0.736,0.167,0.652,116.012,4,afrobeat
5275,6lpuacrTTu38mGNdjOfqmI,KOHTA YAMAMOTO,Attack on Titan The Final Season Original Soundtrack,The Other Side of the Sea,47,297493,False,0.276,0.5,7,-9.815,1,0.0354,0.0066,0.567,0.339,0.0586,173.926,3,anime
1175,5zY1AEroeKrcz3t97TJZSN,Los Amigos Invisibles;C-Funk;Mcklopedia,Cool Love,Como te Gusta (feat. C-Funk & McKlopedia),30,167717,False,0.84,0.632,5,-7.338,0,0.0599,0.0674,0.0,0.164,0.764,93.985,4,afrobeat
7280,2YgIMiPKeLMCoX5PfkANGq,The Travelin' McCourys,The Travelin' Mccourys,Southbound,25,183053,False,0.51,0.846,0,-6.866,1,0.0306,0.255,0.225,0.359,0.931,143.489,4,bluegrass
6171,1ckklFenu1nS2SGALjRKWT,End It,End It,Apolitical,22,98000,False,0.225,0.987,7,-3.897,1,0.134,0.00016,0.000612,0.342,0.606,175.69,4,black-metal
4249,0VLascXUZ2Ze2u5kUD5J1f,Ludovico Einaudi,Islands - Essential Einaudi,I Giorni,59,411080,False,0.277,0.0314,2,-30.21,1,0.0545,0.992,0.943,0.0712,0.0495,131.571,3,ambient
5671,0MnPdlWm7MSSUnEamZp5lX,Macaroni Empitsu,星が泳ぐ,星が泳ぐ,56,239078,False,0.566,0.743,0,-5.377,1,0.0361,0.0265,0.0,0.329,0.649,94.973,4,anime
7119,5muyMixMNLGeL31Ohi17rN,Punch Brothers,Hell on Church Street,One More Night,29,109254,False,0.548,0.47,7,-9.87,1,0.0351,0.848,0.222,0.144,0.797,73.796,4,bluegrass
11364,7n3WO6ESKS1uCI9fgkGs66,Ten Years After,A Space in Time (Deluxe Version),I'd Love to Change the World - 2004 Remaster,67,224133,False,0.383,0.516,9,-12.032,0,0.0344,0.202,0.193,0.114,0.371,118.144,4,british
47,0JvkNRyq8Tmot9khpdtN0I,Brandi Carlile;Lucius,Good Times Country,You and Me on the Rock,0,230098,False,0.568,0.686,1,-6.635,1,0.033,0.15,1.81e-06,0.0881,0.725,172.075,4,acoustic
10765,7oqZVbE2W4MCoMS34PPDr3,DJ Icey,LDN Selection,Stingray,12,251520,False,0.778,0.932,6,-3.823,1,0.0431,0.000543,0.665,0.093,0.468,124.976,4,breakbeat
4246,1kKbVnjBHvRSMJUsNOQp2h,Ludovico Einaudi,Underwater,Natural Light,62,335542,False,0.218,0.00352,1,-39.627,1,0.0515,0.992,0.951,0.139,0.192,68.61,4,ambient
8110,7tfSlkyv8xmyoUEGd53mBC,Ella Fitzgerald;Louis Armstrong,Coffee Break,Dream A Little Dream Of Me - Single Version,0,187693,False,0.45,0.25,0,-8.333,1,0.096,0.909,0.0,0.131,0.377,82.108,4,blues
6848,3KoIvxup4giBRqT2DCq34L,Toxic Holocaust,Primal Future: 2019,Aftermath,19,185596,False,0.242,0.989,2,-4.362,1,0.107,0.000225,2.6e-05,0.155,0.195,169.955,4,black-metal
4383,06C07UFuGEy7eNdOOITLhK,Flower Face,Pisces Moon (Alternate Version),Pisces Moon,23,219004,False,0.525,0.411,1,-8.829,1,0.0261,0.671,0.000338,0.0989,0.197,138.112,3,ambient
6455,0FlJRNKn0aDvx36lQtPUWo,Agrypnie,Grenzgaenger,Grenzgænger,18,452626,False,0.466,0.962,1,-4.444,1,0.0817,3.53e-05,0.482,0.357,0.29,120.009,4,black-metal
3498,0ojuDHW8XG17heZBJHQyXJ,Rob Zombie,Halloween Metal Nights,Superbeast,0,220226,False,0.514,0.975,11,-4.433,0,0.0609,7.65e-05,0.561,0.457,0.309,154.047,4,alternative
